timestep,N,F,SVEB,VEB
1073,0.14959508,0.029690055,0.14316125,0.6775536
1074,0.14190021,0.027875,0.12895297,0.70127183
1075,0.13593546,0.032133795,0.13606891,0.6958619
1076,0.13076666,0.031989124,0.13961905,0.6976251
1077,0.12276765,0.029807072,0.138348,0.70907724
1078,0.09494226,0.034802154,0.14437784,0.7258777
1079,0.08448561,0.03402184,0.14678933,0.73470324
1080,0.06798132,0.035843186,0.15995796,0.73621756
1081,0.06711906,0.036435433,0.15654856,0.7398969
1082,0.05688529,0.031669315,0.15015003,0.7612954
1083,0.061952595,0.03503251,0.14923751,0.7537773
1084,0.061612934,0.037100043,0.15042363,0.7508634
1085,0.069302626,0.04024746,0.15216827,0.7382816
1086,0.07193861,0.04450511,0.15871936,0.724837
1087,0.053512156,0.045738593,0.15711944,0.7436298
1088,0.04071387,0.035215408,0.15754913,0.76652163
1089,0.036793776,0.03459873,0.15067743,0.7779301
1090,0.040442616,0.03810123,0.15108185,0.7703743
1091,0.043096792,0.042952668,0.15310253,0.760848
1092,0.04453649,0.04215995,0.14861073,0.76469284
1093,0.04788575,0.04525123,0.15332316,0.75353986
1094,0.039900213,0.05188587,0.15890917,0.7493047
1095,0.04431612,0.055169847,0.16531079,0.7352033
1096,0.03646162,0.042843953,0.15264297,0.76805145
1097,0.04227944,0.045408178,0.15951696,0.75279534
1098,0.039590664,0.0490315,0.15706627,0.7543116
1099,0.03466118,0.042927742,0.15629604,0.766115
1100,0.03728335,0.052169893,0.16841595,0.7421308
1101,0.037611097,0.05811767,0.174825,0.72944623
1102,0.036817223,0.060702253,0.17520954,0.72727096
1103,0.038246736,0.057229668,0.16782837,0.73669523
1104,0.03428782,0.07132959,0.17911285,0.7152697
1105,0.028812733,0.0714607,0.17440571,0.7253209
1106,0.030301536,0.06507523,0.18023197,0.7243913
1107,0.030316986,0.07004585,0.18274003,0.71689713
1108,0.025577858,0.066409074,0.19239065,0.7156225
1109,0.028060492,0.07555401,0.19443275,0.7019527
1110,0.030804802,0.07200745,0.18343167,0.7137561
1111,0.031807322,0.07851668,0.17967302,0.710003
1112,0.03282468,0.07272583,0.167699,0.7267505
1113,0.032033857,0.07914666,0.17206709,0.71675235
1114,0.029116021,0.070396915,0.17398357,0.7265035
1115,0.026581807,0.073484436,0.17894296,0.7209908
